index,1. Cleopatra,2. It's a Mad Mad Mad Mad World,3. From Russia with Love,4. The Sword in the Stone,5. The Pink Panther,6. Contempt,7. Bluff Master,8. 8Â½,9. Bay of Angels,10. The Boom,11. Le joli mai,12. High and Low,13. The Servant,14. The Little Soldier,15. The Haunting,16. The Great Escape,17. The Birds,18. McLintock!,19. Charade,"20. Move Over, Darling",21. The Leopard,22. Jason and the Argonauts,23. Donovan's Reef,24. Bye Bye Birdie,25. 55 Days at Peking,26. Irma la Douce,27. Lord of the Flies,28. Black Sabbath,29. Spencer's Mountain,30. The Nutty Professor,31. Hud,32. Tom Jones,33. Summer Holiday,34. Toys in the Attic,"35. Yesterday, Today and Tomorrow",36. The V.I.P.s,37. The Running Man,38. Johnny Cool,39. The Thrill of It All,40. Promises..... Promises!,41. Lilies of the Field,42. FrÃ¸ken Nitouche,43. The Terror,44. The Day of the Triffids,45. Winter Light,46. The Incredible Journey,47. The Silence,48. Scorching Sands,49. Dementia 13
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0
1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,1963.0,7.0,7.5,7.3,7.1,7.0,7.4,6.0,8.0,7.2,7.1,7.8,8.4,7.8,7.1,7.4,8.2,7.6,7.1,7.8,6.9,7.9,7.3,6.7,6.6,6.7
7.3,6.9,7.0,7.0,6.6,7.8,6.4,6.1,6.7,7.2,6.3,6.5,6.4,6.9,5.0,7.5,6.7,5.0,6.1,8.0,7.0,7.7,5.6,5.7,6.0,7.3,7.5,6.5,6.6,6.8,7.2,6.9,7.2,5.5,6.7,6.9,6.2,6.8,8.3,6.9,7.7,7.2,6.9,7.8,6.5,5.4,5.2,7.2,7.3,6.7
6.8,6.9,6.7,6.6,7.2,5.0,7.3,6.2,6.0,5.7,5.8,7.3,7.2,7.0,7.2,5.7,6.8,6.6,5.5,6.0,5.8,6.1,6.9,6.1,5.8,3.2,5.9,8.1,6.6,3.2,6.4,8.0,6.6,7.4,6.8,5.8,6.6,6.6,5.2,5.7,6.7,7.3,3.0,7.4,5.6,6.6,7.8,7.7,7.9,6.2
6.3,6.1,6.6,7.0,5.0,5.5,6.0,6.4,7.2,5.7,5.8,6.2,5.9,7.2,7.4,7.6,5.2,6.7,8.8,6.4,6.4,5.9,6.2,5.1,6.5,2.9,7.3,7.0,6.4,5.7,5.8,7.2,7.1,5.1,7.0,5.6,7.2,6.4,7.1,6.8,6.5,6.1,6.5,5.7,6.5,7.5,6.5,6.7,7.0,4.9
6.8,7.5,6.5,6.7,5.3,6.9,6.9,6.1,5.6,7.3,7.6,7.4,6.4,6.4,7.2,4.8,6.0,4.4,6.2,6.3,4.9,7.1,6.3,6.6,5.3,5.5,6.0,6.2,5.9,8.4,6.7,5.1,6.5,4.9,3.6,6.8,5.5,5.1,5.9,6.3,6.2,4.4,6.1,8.2,7.4,6.0,4.6,5.9,3.8,6.9
5.4,6.4,6.4,1.9,6.0,6.1,5.8,5.4,6.0,7.4,6.2,7.0,6.1,6.6,4.5,5.7,6.2,6.6,7.6,6.2,6.5,6.0,7.1,6.0,6.4,7.7,5.6,4.7,5.5,6.5,6.5,5.1,6.2,5.5,4.5,6.9,4.9,7.6,5.2,7.1,7.3,7.3,7.1,8.2,7.3,6.4,7.7,5.2,7.2,7.2
8.2,6.5,5.7,4.2,6.2,6.2,5.6,6.3,7.7,5.9,4.1,6.2,7.2,4.1,6.5,5.0,5.7,5.8,6.3,7.3,6.3,5.9,7.9,5.1,6.1,3.5,6.8,6.7,7.0,5.8,4.7,7.4,6.1,6.0,5.3,6.1,6.4,7.1,7.8,5.3,5.2,6.8,7.1,5.3,4.9,4.9,4.4,5.6,7.4,6.2
6.7,7.3,5.4,6.2,6.4,6.2,5.4,5.9,4.8,6.0,7.0,6.9,5.3,7.1,5.7,6.2,6.1,5.8,4.5,6.9,4.6,5.8,8.2,7.2,7.0,4.5,6.2,5.5,6.8,5.7,5.6,5.4,7.4,3.2,5.2,6.2,6.8,7.1,7.4,7.5,7.2,6.5,7.4,7.3,6.4,6.2,5.6,6.1,5.0,7.9
6.7,5.7,5.7,2.3,6.9,6.5,5.2,5.4,6.0,5.4,6.0,6.7,4.9,7.2,7.0,6.2,6.9,5.5,5.4,5.5,6.5,5.6,3.2,5.5,5.6,7.0,5.3,7.0,6.8,6.0,6.0,7.2,5.0,6.3,7.0,5.9,6.7,4.6,5.9,7.8,5.8,5.9,5.4,6.4,3.6,6.6,5.2,5.4,6.8,6.7
5.7,5.6,6.5,6.6,5.7,7.1,6.4,7.6,5.1,7.4,8.1,6.3,6.1,8.3,7.0,4.9,5.3,6.4,7.2,5.2,7.5,3.5,7.4,5.4,6.0,5.7,5.7,5.2,5.0,5.9,5.1,7.6,6.4,5.8,5.6,7.1,7.7,5.9,8.2,7.0,6.5,5.3,5.6,5.5,7.1,5.7,6.5,4.4,8.1,6.2
6.6,5.9,4.5,7.0,5.9,7.4,6.6,6.6,7.3,7.4,6.5,4.8,7.6,6.8,6.8,7.7,6.6,6.4,149.0,900.0,681.0,855.0,227.0,255.0,376.0,639.0,475.0,464.0,903.0,910.0,117.0,696.0,951.0,883.0,651.0,832.0,556.0,39.0,675.0,29.0,138.0,158.0,298.0,462.0,844.0,580.0,124.0,616.0,846.0,964.0
188.0,587.0,140.0,38.0,286.0,700.0,114.0,486.0,830.0,837.0,649.0,153.0,366.0,895.0,591.0,488.0,736.0,28.0,859.0,95.0,191.0,160.0,855.0,392.0,673.0,717.0,117.0,931.0,411.0,703.0,556.0,817.0,60.0,258.0,770.0,72.0,148.0,350.0,824.0,315.0,208.0,742.0,144.0,45.0,695.0,87.0,325.0,118.0,169.0,360.0
232.0,52.0,630.0,902.0,335.0,728.0,242.0,645.0,30.0,422.0,600.0,45.0,334.0,59.0,436.0,300.0,937.0,692.0,50.0,607.0,95.0,472.0,966.0,320.0,318.0,313.0,412.0,96.0,309.0,716.0,491.0,73.0,393.0,160.0,476.0,544.0,177.0,323.0,193.0,974.0,859.0,645.0,290.0,85.0,179.0,192.0,487.0,394.0,331.0,899.0
486.0,34.0,31.0,339.0,816.0,438.0,580.0,7.0,430.0,140.0,239.0,518.0,542.0,302.0,30.0,209.0,681.0,792.0,214.0,313.0,530.0,398.0,163.0,171.0,273.0,145.0,355.0,144.0,217.0,71.0,414.0,170.0,132.0,133.0,196.0,679.0,454.0,850.0,801.0,57.0,117.0,364.0,318.0,164.0,446.0,37.0,21.0,460.0,175.0,536.0
251.0,32.0,76.0,243.0,151.0,181.0,193.0,345.0,302.0,414.0,220.0,378.0,431.0,404.0,375.0,716.0,137.0,65.0,671.0,751.0,290.0,38.0,575.0,996.0,166.0,452.0,451.0,361.0,196.0,37.0,6.0,68.0,162.0,129.0,335.0,259.0,829.0,899.0,40.0,102.0,125.0,295.0,24.0,56.0,553.0,320.0,498.0,49.0,195.0,12.0
234.0,69.0,169.0,353.0,142.0,36.0,38.0,83.0,422.0,127.0,283.0,110.0,143.0,148.0,173.0,434.0,319.0,377.0,292.0,126.0,188.0,302.0,124.0,24.0,73.0,41.0,91.0,84.0,155.0,26.0,244.0,453.0,268.0,39.0,6.0,49.0,132.0,110.0,60.0,68.0,288.0,208.0,84.0,131.0,89.0,724.0,48.0,94.0,111.0,413.0
479.0,240.0,178.0,222.0,438.0,138.0,134.0,21.0,51.0,69.0,27.0,188.0,115.0,202.0,124.0,67.0,305.0,290.0,61.0,55.0,138.0,361.0,82.0,181.0,228.0,15.0,163.0,55.0,74.0,31.0,39.0,218.0,186.0,378.0,40.0,95.0,62.0,19.0,222.0,37.0,17.0,16.0,391.0,430.0,42.0,193.0,917.0,116.0,189.0,89.0
44000000.0,9400000.0,2000000.0,3000000.0,3000000.0,900000.0,230000000.0,180000.0,1400000.0,4000000.0,2500000.0,2000000.0,3000000.0,3350000.0,2900000000.0,2500000.0,2686585.0,9000000.0,5000000.0,250000.0,2500000.0,1000000.0,2100000.0,4000000.0,500000.0,300000.0,240000.0,750000.0,40000.0,1200000.0,200000.0,250000.0,8500000.0,4520000.0,2435000.0,4000000.0,236809.0,3000000.0,2000000.0,750000.0,24500.0,350000.0,2000000.0,200000.0,4000000.0,4000000.0,3346500.0,100000.0,1565000.0,25000.0
66500.0,11000.0,40000.0,3610000.0,56000.0,5000.0,30000.0,150000.0,350000.0,385000.0,140000.0,7500.0,2250000.0,300.0,13000.0,500000.0,155000.0,60000.0,42000.0,200000.0,620000.0,397343.0,5000.0,80000.0,275000.0,14000.0,200000.0,57779280.0,46333064.0,24811445.0,12000000.0,10878166.0,1174678.0,3289047.0,200502.0,85840.0,57962.0,55038.0,63588.0,75720.0,24296.0,847.0,230637.0,54531.0,175119.0,211804.0,479.0,52.0,54.0,1315.0
8894.0,14199.0,813.0,62.0,29153.0,42.0,1675.0,2130.0,3160000.0,5743.0,328.0,720.0,454842.0,57777778.0,46332858.0,24796765.0,12000000.0,10878107.0,1151804.0,722847.0,98760.0,85840.0,57962.0,55038.0,46808.0,45522.0,24296.0,13129412.0,11779093.0,5450000.0,7700000.0,6758000.0,1000000.0,5450000.0,6540000.0,2090000.0,2050000.0,4400000.0,2180000.0,4360000.0,2180000.0,2230614.0,14826.0,160385.0,11947.0,8164.0,10662.0,15942.0,7859.0,6848.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
